"c";"name";"l";"lat";"lon";"X";"Y";"s"
"15831";"Suresnes_Longchamp_3";"24832";48.87018264764352;2.224791257832364;"591800";"2430213";"3189"
"15832";"Suresnes_Longchamp_3";"24832";48.87018264764352;2.224791257832364;"591800";"2430213";"3189"
"15833";"VANNES_NORD_2";"9732";47.67843845730039;-2.7609360726547374;"217510";"2310070";"476"
"15834";"VANNES_NORD_3";"9732";47.67843845730039;-2.7609360726547374;"217510";"2310070";"476"
"15837";"CHARTRES_ECHANGEUR_A11_1";"777";48.4541973069845;1.5399490737331043;"541063";"2384228";"2443"
"15838";"La_Defense_Ouest_3_1";"24832";48.89111563129545;2.2265448881263725;"591932";"2432542";"3194"
"15845";"Marly_La_Ville_2";"9216";49.0745739568888;2.496585030731774;"611704";"2452963";"4071"
"15846";"NANTES_COTEAUX_1";"6403";47.16622467362176;-1.6665436123012318;"296648";"2248444";"940"
"15847";"ELVEN_1";"9732";47.71944380815053;-2.5895298392247286;"230640";"2313800";"549"
"15848";"ELVEN_1";"9732";47.71944380815053;-2.5895298392247286;"230640";"2313800";"549"
"15856";"Evry_Centre_2";"16384";48.63162272918586;2.4342856457490436;"607210";"2403670";"3890"
"15857";"Evry_Centre_3";"16384";48.63162272918586;2.4342856457490436;"607210";"2403670";"3890"
"15858";"Evry_Centre_3";"16384";48.63162272918586;2.4342856457490436;"607210";"2403670";"3890"
"15864";"QUESTEMBERT_1";"9732";47.65977830981051;-2.4474011292002227;"240880";"2306520";"582"
"15865";"QUESTEMBERT_1";"9732";47.65977830981051;-2.4474011292002227;"240880";"2306520";"582"
"15868";"Feucherolles_1";"14337";48.8598916493865;1.9701002378690948;"573100";"2429125";"2739"
"15869";"Thiais_Senia_3";"8960";48.751923652621315;2.375585998835265;"602875";"2417050";"3717"
"15871";"Feucherolles_1";"14337";48.8598916493865;1.9701002378690948;"573100";"2429125";"2739"
"15872";"La_Vignes_Aux_Loups_B1";"14592";48.70086852166072;2.2952266459933894;"596960";"2411370";"3470"
"15873";"Sevran_Rougemont_B1";"785";48.9355754157968;2.514231511861727;"613029";"2437498";"4119"
"15874";"ST_JEAN_DE_BRAYE_D460_NEW";"776";47.90957973988205;1.963943934266794;"572146";"2323426";"2729"
"15875";"Sevran_Rougemont_B2";"785";48.9355754157968;2.514231511861727;"613029";"2437498";"4119"
"15877";"Sevran_Rougemont_B3";"785";48.9355754157968;2.514231511861727;"613029";"2437498";"4119"
"15881";"JeanmenilVillage_900";"5889";48.328226085875755;6.702820985822725;"923677";"2378907";"4943"
"15883";"THEIX_1";"9732";47.63433877039558;-2.6651593671772487;"224375";"2304715";"526"
"15884";"Nozay_Chateau_Eau_2";"14592";48.668061571902406;2.2376723215120693;"592717";"2407724";"3236"
"15888";"Nozay_Chateau_Eau_2";"14592";48.668061571902406;2.2376723215120693;"592717";"2407724";"3236"
"15893";"ST_JEAN_DE_BRAYE_D460_NEW";"776";47.90957973988205;1.963943934266794;"572146";"2323426";"2729"
"15894";"La_Garenne_St_Urbain_B1";"24576";48.90778570485892;2.246591512331341;"593405";"2434395";"3296"
"15895";"La_Garenne_St_Urbain_B2";"24576";48.90778570485892;2.246591512331341;"593405";"2434395";"3296"
"15897";"ST_JEAN_RUELLE_SUD_1";"776";47.89932010311334;1.8762057586821619;"565580";"2322320";"2613"
"15898";"La_Garenne_St_Urbain_B3";"24576";48.90778570485892;2.246591512331341;"593405";"2434395";"3296"
"15908";"PLOUIGNEAU_1";"9728";48.57248984589769;-3.6879960391087923;"155688";"2414128";"218"
"15913";"PLOUIGNEAU_1";"9728";48.57248984589769;-3.6879960391087923;"155688";"2414128";"218"
"15916";"Les_Marinieres_1";"24576";48.9447099957325;2.318495170619258;"598680";"2438500";"3536"
"15927";"BarLeDucVilleHaute";"6145";48.7627400241609;5.1540973065131;"807200";"2421965";"4716"
"15931";"Mainville_2";"14592";48.67895680089149;2.424261540757988;"606465";"2408935";"3853"
"15932";"Mainville_2";"14592";48.67895680089149;2.424261540757988;"606465";"2408935";"3853"
"15935";"CHATEAU_OLONNE_POIT_1";"5121";46.501756452016735;-1.736917987397665;"287493";"2174958";"873"
"15936";"CHATEAU_OLONNE_POIT_1";"5121";46.501756452016735;-1.736917987397665;"287493";"2174958";"873"
"15937";"CHATEAU_OLONNE_POIT_1";"5121";46.501756452016735;-1.736917987397665;"287493";"2174958";"873"
"15938";"CHANTEPIE_PONTBOEUF_1";"10300";48.084715712347936;-1.611580395368192;"305938";"2350225";"1148"
"15939";"CHANTEPIE_PONTBOEUF_2";"10300";48.084715712347936;-1.611580395368192;"305938";"2350225";"1148"
"15940";"CHANTEPIE_PONTBOEUF_3";"10300";48.084715712347936;-1.611580395368192;"305938";"2350225";"1148"
"15943";"ST_HERNIN_1";"9728";48.22056712406919;-3.6189080848081896;"157810";"2374708";"221"
"15944";"ST_HERNIN_1";"9728";48.22056712406919;-3.6189080848081896;"157810";"2374708";"221"
"15949";"LA_MONTAGNE_1";"6403";47.19016973098863;-1.6840321672060081;"295460";"2251170";"933"
"15952";"LES_HERBIERS_EGLISE_1";"5121";46.87070736571825;-1.0196794028593386;"344232";"2213329";"1519"
"15960";"LES_HERBIERS_EGLISE_1";"5121";46.87070736571825;-1.0196794028593386;"344232";"2213329";"1519"
"15961";"Colombes_Valmy_2";"24576";48.933945879467935;2.2579764099354747;"594243";"2437305";"3349"
"15962";"Colombes_Valmy_3";"24576";48.933945879467935;2.2579764099354747;"594243";"2437305";"3349"
"15963";"DOUARNENEZ_1";"9728";48.08562437064184;-4.299019606488645;"106160";"2363799";"84"
"15964";"PLOUESCAT_TDF_1";"9728";48.66165778333673;-4.187133744808976;"119780";"2426952";"126"
"15965";"Colombes_Valmy_3";"24576";48.933945879467935;2.2579764099354747;"594243";"2437305";"3349"
"15966";"Orsay_La_Troche_2";"14592";48.708456550796186;2.1796434684211268;"588450";"2412225";"3043"
"15967";"Orsay_La_Troche_2";"14592";48.708456550796186;2.1796434684211268;"588450";"2412225";"3043"
"15969";"Hellimer900";"6148";49.00247618187256;6.800882098125118;"926681";"2454205";"4952"
"15970";"Hellimer900";"6148";49.00247618187256;6.800882098125118;"926681";"2454205";"4952"
"15972";"AIZENAY_1";"5121";46.74083236415129;-1.599760448619108;"299337";"2200962";"986"
"15973";"Disneyland2_Parc_1";"16640";48.86381311402492;2.780203445271762;"632572";"2429590";"4506"
"15975";"Chennevieres_Mon_Idee_TDF_2";"8704";48.8048157877203;2.533107062132028;"614449";"2422952";"4167"
"15976";"SEICHES_SUR_LE_LOIR_1";"17664";47.57902554366743;-0.35014253874638246;"397925";"2290062";"1874"
"15977";"Chennevieres_Mon_Idee_TDF_2";"8704";48.8048157877203;2.533107062132028;"614449";"2422952";"4167"
"15978";"Chennevieres_Mon_Idee_TDF_3";"8704";48.8048157877203;2.533107062132028;"614449";"2422952";"4167"
"15982";"Aubergenville_La_Bourde_UMTS_2";"14336";48.963416655222375;1.8328816005432804;"563100";"2440700";"2579"
"15984";"EPERNON_TDF_1";"777";48.608546361439814;1.6673990854160337;"550639";"2401309";"2480"
"15985";"LANNION_SERVEL_1";"10244";48.745830659498495;-3.4885220353030384;"171800";"2432250";"278"
"15986";"Cergy_La_Poste_B1";"9217";49.03627877033787;2.081303826987678;"581328";"2448720";"2871"
"15987";"Cergy_La_Poste_B2";"9217";49.03627877033787;2.081303826987678;"581328";"2448720";"2871"
"15991";"Cergy_La_Poste_B3";"9217";49.03627877033787;2.081303826987678;"581328";"2448720";"2871"
"15998";"MESNIL_VIGOT_1";"18438";49.161153247585645;-1.2784884177756384;"336236";"2468656";"1466"
"15999";"Vincennes_Rigollots_1";"8704";48.848892829866244;2.4482420416760986;"608205";"2427844";"3933"
"16009";"HAUTE_INDRE_1";"6403";47.19362490846637;-1.6441995844000332;"298494";"2251400";"970"
"16011";"HAUTE_INDRE_1";"6403";47.19362490846637;-1.6441995844000332;"298494";"2251400";"970"
"16012";"ST_NAZAIRE_TDF_2";"28672";47.26017139105435;-2.2723688072250128;"251400";"2261385";"642"
"16013";"ST_NAZAIRE_TDF_2";"28672";47.26017139105435;-2.2723688072250128;"251400";"2261385";"642"
"16014";"ST_NAZAIRE_TDF_2";"28672";47.26017139105435;-2.2723688072250128;"251400";"2261385";"642"
"16015";"Gonesse_3";"9216";48.98591598624028;2.439865624094554;"607570";"2443090";"3901"
"16016";"Gonesse_4";"9216";48.98591598624028;2.439865624094554;"607570";"2443090";"3901"
"16018";"HAUTE_INDRE_1";"6403";47.19362490846637;-1.6441995844000332;"298494";"2251400";"970"
"16020";"Gonesse_3";"9216";48.98591598624028;2.439865624094554;"607570";"2443090";"3901"
"16021";"Disneyland2_Parc_1";"16640";48.86381311402492;2.780203445271762;"632572";"2429590";"4506"
"16024";"Goussainville_3";"9216";49.03415092558918;2.470670933465205;"609817";"2448461";"3999"
"16025";"Sevran_Peuplier_1";"785";48.9191229071177;2.4998023526510287;"611975";"2435665";"4081"
"16026";"Sevran_Peuplier_2";"785";48.9191229071177;2.4998023526510287;"611975";"2435665";"4081"
"16027";"Sevran_Peuplier_1";"785";48.9191229071177;2.4998023526510287;"611975";"2435665";"4081"
"16028";"Goussainville_3";"9216";49.03415092558918;2.470670933465205;"609817";"2448461";"3999"
"16032";"Goussainville_4";"9216";49.03415092558918;2.470670933465205;"609817";"2448461";"3999"
"16033";"LES_HERBIERS_EGLISE_1";"5121";46.87070736571825;-1.0196794028593386;"344232";"2213329";"1519"
"16037";"Thiais_Grignon_1";"8960";48.75685740761908;2.398767342173981;"604580";"2417600";"3779"
"16038";"Thiais_Grignon_1";"8960";48.75685740761908;2.398767342173981;"604580";"2417600";"3779"
"16039";"Thiais_Grignon_1";"8960";48.75685740761908;2.398767342173981;"604580";"2417600";"3779"
"16044";"Disneyland2_Parc_2";"16640";48.86381311402492;2.780203445271762;"632572";"2429590";"4506"
"16049";"Fleury_Peage_1";"16385";48.42904046714026;2.540494094481424;"615100";"2381150";"4193"
"16050";"Fleury_Peage_1";"16385";48.42904046714026;2.540494094481424;"615100";"2381150";"4193"
"16052";"Septeuil_1";"14336";48.89096238674662;1.6652622328636437;"550750";"2432730";"2481"
"16056";"ST_JEAN_DE_BRAYE_D460_NEW";"776";47.90957973988205;1.963943934266794;"572146";"2323426";"2729"
"16061";"Parc_De_La_Noue_2";"9216";48.957493710826846;2.5577029394631206;"616209";"2439945";"4229"
"16062";"Parc_De_La_Noue_3";"9216";48.957493710826846;2.5577029394631206;"616209";"2439945";"4229"
"16064";"PONTAUBAULT_1";"18436";48.61833587612313;-1.3570520227376892;"327670";"2408590";"1415"
"16065";"Parc_De_La_Noue_3";"9216";48.957493710826846;2.5577029394631206;"616209";"2439945";"4229"
"16066";"Paris_Nord_2_2";"9216";48.97433245469611;2.5099411107178966;"612705";"2441810";"4108"
"16067";"Les_Mourinoux_1";"24576";48.92954844968342;2.2678307097290418;"594965";"2436815";"3383"
"16069";"Paris_Nord_2_3";"9216";48.97433245469611;2.5099411107178966;"612705";"2441810";"4108"
"16070";"Paris_Nord_2_2";"9216";48.97433245469611;2.5099411107178966;"612705";"2441810";"4108"
"16072";"Plaine_Saint_Denis_2";"30208";48.909094573209856;2.357746431918051;"601558";"2434537";"3645"
"16073";"Plaine_Saint_Denis_2";"30208";48.909094573209856;2.357746431918051;"601558";"2434537";"3645"
"16074";"Plaine_Saint_Denis_2";"30208";48.909094573209856;2.357746431918051;"601558";"2434537";"3645"
"16085";"St_Denis_La_Briche_2";"30208";48.94561863164724;2.348210425510863;"600858";"2438601";"3616"
"16086";"St_Denis_La_Briche_2";"30208";48.94561863164724;2.348210425510863;"600858";"2438601";"3616"
"16087";"St_Denis_La_Briche_2";"30208";48.94561863164724;2.348210425510863;"600858";"2438601";"3616"
"16088";"ST_HERNIN_1";"9728";48.22056712406919;-3.6189080848081896;"157810";"2374708";"221"
"16089";"Linas_2";"16384";48.62665037122027;2.263149334258402;"594590";"2403115";"3365"
"16099";"EVRON_NORD_1";"17409";48.15966102209612;-0.401567196905604;"396308";"2354720";"1861"
"16101";"EVRON_NORD_1";"17409";48.15966102209612;-0.401567196905604;"396308";"2354720";"1861"
"16102";"EVRON_NORD_1";"17409";48.15966102209612;-0.401567196905604;"396308";"2354720";"1861"
"16109";"Gennevilliers_Thomson_B1";"24576";48.925592359971915;2.3060640164711734;"597768";"2436373";"3500"
"16110";"Gennevilliers_Thomson_B2";"24576";48.925592359971915;2.3060640164711734;"597768";"2436373";"3500"
"16111";"Gennevilliers_Thomson_B3";"24576";48.925592359971915;2.3060640164711734;"597768";"2436373";"3500"
"16112";"Surdens_A1_Le_Bourget_2";"785";48.94171013531716;2.4295461385425;"606820";"2438170";"3875"
"16116";"Surd_Villepinte_A104_2";"9216";48.96975718168223;2.504397626471824;"612300";"2441300";"4095"
"16117";"Surd_Villepinte_A104_2";"9216";48.96975718168223;2.504397626471824;"612300";"2441300";"4095"
"16118";"Universite_Paris_XIII_2";"30208";48.95226032213774;2.3393696966905795;"600210";"2439340";"3590"
"16121";"Universite_Paris_XIII_2";"30208";48.95226032213774;2.3393696966905795;"600210";"2439340";"3590"
"16123";"Universite_Paris_XIII_2";"30208";48.95226032213774;2.3393696966905795;"600210";"2439340";"3590"
"16124";"Vieux_Blanc_Mesnil_2";"785";48.95400624763749;2.448058041416122;"608175";"2439540";"3932"
"16126";"Vieux_Blanc_Mesnil_2";"785";48.95400624763749;2.448058041416122;"608175";"2439540";"3932"
"16127";"Vieux_Blanc_Mesnil_3";"785";48.95400624763749;2.448058041416122;"608175";"2439540";"3932"
"16128";"Larchant_1";"26624";48.28012884208169;2.5985137003273087;"619450";"2364600";"4308"
"16129";"Larchant_1";"26624";48.28012884208169;2.5985137003273087;"619450";"2364600";"4308"
"16140";"ZBC_DREVANT_1";"29696";46.692663827852094;2.5452502040484735;"615963";"2188096";"4223"
"16154";"Noisy_Parc_2";"786";48.84951564630866;2.5565086344600525;"616155";"2427930";"4226"
"16155";"Noisy_Parc_2";"786";48.84951564630866;2.5565086344600525;"616155";"2427930";"4226"
"16156";"JeanmenilVillage_900";"5889";48.328226085875755;6.702820985822725;"923677";"2378907";"4943"
"16161";"Noisy_Parc_2";"786";48.84951564630866;2.5565086344600525;"616155";"2427930";"4226"
"16168";"Bertrimoutier_TDF";"5890";48.25999912101187;7.070266927526757;"951341";"2372909";"5043"
"16171";"Le_Vesinet_3";"14337";48.893086423976406;2.1385336017708405;"585475";"2432774";"2969"
"16175";"Bertrimoutier_TDF";"5890";48.25999912101187;7.070266927526757;"951341";"2372909";"5043"
"16176";"PLOUESCAT_TDF_1";"9728";48.66165778333673;-4.187133744808976;"119780";"2426952";"126"
"16177";"Bertrimoutier_TDF";"5890";48.25999912101187;7.070266927526757;"951341";"2372909";"5043"
"16182";"ST_JEAN_DE_BRAYE_D460_NEW";"776";47.90957973988205;1.963943934266794;"572146";"2323426";"2729"
"16190";"ORLEANS_PASTEUR_3";"776";47.909529080183944;1.9122322768549704;"568280";"2323440";"2667"
"16191";"ORLEANS_PASTEUR_3";"776";47.909529080183944;1.9122322768549704;"568280";"2323440";"2667"
"16192";"ORLEANS_PASTEUR_3";"776";47.909529080183944;1.9122322768549704;"568280";"2323440";"2667"
"16193";"INGRE_CMD_2";"776";47.90628294571333;1.8501032042696208;"563633";"2323106";"2583"
"16194";"INGRE_CMD_2";"776";47.90628294571333;1.8501032042696208;"563633";"2323106";"2583"
"16197";"INGRE_CMD_2";"776";47.90628294571333;1.8501032042696208;"563633";"2323106";"2583"
"16201";"JeanmenilVillage_900";"5889";48.328226085875755;6.702820985822725;"923677";"2378907";"4943"
"16203";"VERTOU_ST_PIERRE_1";"6402";47.16813103740342;-1.4752871547613111;"311140";"2247935";"1244"
"16204";"VERTOU_ST_PIERRE_1";"6402";47.16813103740342;-1.4752871547613111;"311140";"2247935";"1244"
"16205";"Ambacourt";"5889";48.35158597784003;6.147237508300232;"882400";"2379360";"4857"
"16208";"VERTOU_ST_PIERRE_1";"6402";47.16813103740342;-1.4752871547613111;"311140";"2247935";"1244"
"16209";"OLIVET_2";"776";47.85731862309263;1.8918055973580514;"566720";"2317643";"2632"
"16210";"OLIVET_2";"776";47.85731862309263;1.8918055973580514;"566720";"2317643";"2632"
"16211";"OLIVET_2";"776";47.85731862309263;1.8918055973580514;"566720";"2317643";"2632"
"16213";"LA_LANDE_D_OUEE_1";"10243";48.27767994277491;-1.420224058505356;"321205";"2370962";"1360"
"16214";"GRENIER_A_SEL_2";"776";47.90196213296883;1.9014733864741469;"567471";"2322603";"2647"
"16215";"GRENIER_A_SEL_3";"776";47.90196213296883;1.9014733864741469;"567471";"2322603";"2647"
"16217";"GRENIER_A_SEL_3";"776";47.90196213296883;1.9014733864741469;"567471";"2322603";"2647"
"16220";"Tranqueville900";"5889";48.435204269115786;5.845368252879731;"859630";"2387610";"4826"
"16222";"CHERBOURG_PONT_MARAIS_1";"18438";49.643579231824354;-1.5789266977712415;"317007";"2523344";"1322"
"16225";"ORLEANS_ST_JEAN_2";"776";47.902899715075705;1.8948987953004452;"566980";"2322710";"2636"
"16226";"ORLEANS_ST_JEAN_2";"776";47.902899715075705;1.8948987953004452;"566980";"2322710";"2636"
"16227";"ORLEANS_ST_JEAN_2";"776";47.902899715075705;1.8948987953004452;"566980";"2322710";"2636"
"16228";"STE_PAZANNE_1";"6403";47.10358329394521;-1.8174881388494748;"284852";"2242084";"857"
"16230";"OSMSLA_Mureaux_V_EADS_2";"14336";48.9823978205076;1.9066300273026522;"568515";"2442780";"2675"
"16232";"SEGRE_1";"17664";47.68369097748792;-0.8728136135608511;"359108";"2303164";"1620"
"16236";"PLOUESCAT_TDF_1";"9728";48.66165778333673;-4.187133744808976;"119780";"2426952";"126"
"16240";"CHILLEURS_AUX_BOIS_1";"776";48.09132294720717;2.1214939373473505;"583980";"2343592";"2931"
"16242";"QUIMPER_KERLAGATU_1";"9730";47.97235374006308;-4.133762467230539;"117395";"2350220";"113"
"16252";"ST_PIERRE_DE_PLESGUEN_1";"10242";48.44526012636885;-1.9237737912119393;"284880";"2391480";"858"
"16255";"Chelles_B1";"16640";48.89263184360411;2.611141437750994;"620150";"2432740";"4318"
"16260";"St_Aubin_Bois_Moulon_1";"14592";48.70882251029544;2.152886928437407;"586480";"2412270";"2989"
"16266";"ARZON_STADE_1";"9732";47.553890965268934;-2.902110704338113;"206010";"2296950";"424"
"16269";"St_Aubin_Bois_Moulon_1";"14592";48.70882251029544;2.152886928437407;"586480";"2412270";"2989"
"16281";"Villetaneuse_1";"30208";48.963776742209134;2.370106153046238;"602462";"2440622";"3701"
"16282";"Villetaneuse_1";"30208";48.963776742209134;2.370106153046238;"602462";"2440622";"3701"
"16283";"Villetaneuse_2";"30208";48.963776742209134;2.370106153046238;"602462";"2440622";"3701"
"16284";"St_Aubin_Bois_Moulon_1";"14592";48.70882251029544;2.152886928437407;"586480";"2412270";"2989"
"16285";"St_Aubin_Bois_Moulon_2";"14592";48.70882251029544;2.152886928437407;"586480";"2412270";"2989"
"16286";"St_Aubin_Bois_Moulon_2";"14592";48.70882251029544;2.152886928437407;"586480";"2412270";"2989"
"16292";"St_Aubin_Bois_Moulon_2";"14592";48.70882251029544;2.152886928437407;"586480";"2412270";"2989"
"16293";"Vitry_Ecole_1";"25600";48.78312903031801;2.3791724481364667;"603137";"2420522";"3724"
"16294";"Vitry_Ecole_1";"25600";48.78312903031801;2.3791724481364667;"603137";"2420522";"3724"
"16295";"Vitry_Ecole_1";"25600";48.78312903031801;2.3791724481364667;"603137";"2420522";"3724"
"16302";"Massy_Centre_2";"14592";48.72977450666474;2.273233297385239;"595343";"2414587";"3398"
"16303";"Massy_Centre_2";"14592";48.72977450666474;2.273233297385239;"595343";"2414587";"3398"
"16315";"ZBC_DREVANT_1";"29696";46.692663827852094;2.5452502040484735;"615963";"2188096";"4223"
"16321";"ST_HILAIRE_HARCOUET_1";"18436";48.59625207966415;-1.107498406025643;"345950";"2405300";"1530"
"16322";"ST_HILAIRE_HARCOUET_1";"18436";48.59625207966415;-1.107498406025643;"345950";"2405300";"1530"
"16326";"Mantes_Val_Fourre_UMTS_1";"14336";49.003760707205174;1.6833292933775041;"552180";"2445270";"2492"
"16327";"Mantes_Val_Fourre_UMTS_1";"14336";49.003760707205174;1.6833292933775041;"552180";"2445270";"2492"
"16328";"LAVAL_FERRIE_1";"17409";48.079963222458645;-0.7977003131236018;"366500";"2346965";"1661"
"16329";"LAVAL_FERRIE_1";"17409";48.079963222458645;-0.7977003131236018;"366500";"2346965";"1661"
"16330";"LAVAL_FERRIE_1";"17409";48.079963222458645;-0.7977003131236018;"366500";"2346965";"1661"
"16332";"Chatenois88_900";"5889";48.299619435646306;5.824651140788863;"858767";"2372476";"4825"
"16347";"ZBC_DREVANT_1";"29696";46.692663827852094;2.5452502040484735;"615963";"2188096";"4223"
"16350";"Rueil_Rousseau_B1";"24832";48.877246950650786;2.1846350801899814;"588854";"2431004";"3054"
"16351";"ST_JEAN_LE_BLANC_EST_2";"776";47.88896401279677;1.9204201628047173;"568880";"2321150";"2682"
"16352";"ST_JEAN_LE_BLANC_EST_2";"776";47.88896401279677;1.9204201628047173;"568880";"2321150";"2682"
"16353";"ST_JEAN_LE_BLANC_EST_2";"776";47.88896401279677;1.9204201628047173;"568880";"2321150";"2682"
"16356";"LANNION_SERVEL_1";"10244";48.745830659498495;-3.4885220353030384;"171800";"2432250";"278"
"16360";"Vieux_Croissy_1";"14337";48.88185025017625;2.1540294383025342;"586609";"2431521";"2994"
"16361";"ST_BRIEUC_BERRIEN_1";"10241";48.525293436307;-2.8076649742040845;"220169";"2404275";"498"
"16362";"Vieux_Croissy_2";"14337";48.88185025017625;2.1540294383025342;"586609";"2431521";"2994"
"16363";"Vieux_Croissy_3";"14337";48.88185025017625;2.1540294383025342;"586609";"2431521";"2994"
"16365";"TREMOREL_1";"10241";48.195477667605395;-2.2840295657544787;"256630";"2365252";"672"
"16366";"Bobigny_Picasso_Metro_L5_1";"785";48.9071114518191;2.4493210896999233;"608275";"2434322";"3936"
"16367";"LANNION_SERVEL_1";"10244";48.745830659498495;-3.4885220353030384;"171800";"2432250";"278"
"16368";"Remiremont_FT_900";"5890";48.01842215211817;6.597515560101142;"917745";"2344075";"4922"
"16376";"COUTANCES_TDF_1";"18438";49.059451321555024;-1.4289337981405823;"324725";"2457866";"1390"
"16402";"ZBC_ST_HILAIRE_DE_VOUST_1";"5121";46.60067283448116;-0.6587437800422501;"370580";"2182224";"1689"
"16413";"CHATEAUMEILLANT_1";"29696";46.55098913221555;2.206311704251756;"590014";"2172336";"3101"
"16415";"TPIM_St_Cloud_BP_1";"29952";48.83624487196901;2.2566961452140375;"594138";"2426434";"3342"
"16417";"Surdens_A12_Aeroport_St_Cyr_2";"14338";48.813171835675696;2.0588880256363034;"579600";"2423900";"2843"
"16419";"CARQUEFOU_JUMELIERE_1";"6404";47.29431845427296;-1.4844895055289833;"311125";"2261980";"1243"
"16446";"CARQUEFOU_JUMELIERE_1";"6404";47.29431845427296;-1.4844895055289833;"311125";"2261980";"1243"
"16453";"CARQUEFOU_JUMELIERE_1";"6404";47.29431845427296;-1.4844895055289833;"311125";"2261980";"1243"
"16457";"PIRIAC_GRINGOIRE_1";"28672";47.37760527352281;-2.5467296652486153;"231485";"2275668";"550"
"16459";"PIRIAC_GRINGOIRE_1";"28672";47.37760527352281;-2.5467296652486153;"231485";"2275668";"550"
"16462";"PIRIAC_GRINGOIRE_1";"28672";47.37760527352281;-2.5467296652486153;"231485";"2275668";"550"
"16464";"ARZON_STADE_1";"9732";47.553890965268934;-2.902110704338113;"206010";"2296950";"424"
"16469";"ARZON_STADE_1";"9732";47.553890965268934;-2.902110704338113;"206010";"2296950";"424"
"16471";"COUERON_OREVIERE_1";"6403";47.22194200053084;-1.6504979757008251;"298177";"2254568";"963"
"16473";"COUERON_OREVIERE_1";"6403";47.22194200053084;-1.6504979757008251;"298177";"2254568";"963"
"16475";"COUERON_OREVIERE_1";"6403";47.22194200053084;-1.6504979757008251;"298177";"2254568";"963"
"16476";"Bobigny_Les_Vieilles_Vignes_B1";"785";48.901142335689435;2.4412654056938763;"607685";"2433657";"3906"
"16477";"Bobigny_Les_Vieilles_Vignes_B2";"785";48.901142335689435;2.4412654056938763;"607685";"2433657";"3906"
"16478";"Bobigny_Les_Vieilles_Vignes_B3";"785";48.901142335689435;2.4412654056938763;"607685";"2433657";"3906"
"16479";"Ste_Apolline_B1";"14336";48.80032812419713;1.963718686185314;"572600";"2422500";"2733"
"16480";"Ste_Apolline_B2";"14336";48.80032812419713;1.963718686185314;"572600";"2422500";"2733"
"16483";"Ste_Apolline_B3";"14336";48.80032812419713;1.963718686185314;"572600";"2422500";"2733"
"16484";"PORNIC_LE_CLION_1";"28672";47.10989962810985;-1.9741092939059548;"273020";"2243425";"773"
"16488";"LA_BREILLE_LES_PINS_1";"17664";47.34083036360115;0.08416203915944735;"429822";"2262565";"2095"
"16495";"COLLINEE_1";"10241";48.27246706094437;-2.5275128394342055;"239088";"2374890";"574"
"16497";"BRIARE_1";"29697";47.63660129022226;2.7476905412832635;"630898";"2293088";"4480"
"16498";"BRIARE_1";"29697";47.63660129022226;2.7476905412832635;"630898";"2293088";"4480"
"16506";"Croissy_Sur_Seine_3";"14337";48.877488050120384;2.124926881658231;"584472";"2431041";"2941"
"16507";"GRANVILLE_CENTRAL_2";"18436";48.8370124089244;-1.6005442347196595;"310950";"2433760";"1240"
"16508";"PLEURTUIT_1";"10242";48.582467292506266;-2.0518250091809436;"276270";"2407240";"793"
"16509";"GRANVILLE_CENTRAL_2";"18436";48.8370124089244;-1.6005442347196595;"310950";"2433760";"1240"
"16510";"La_Courneuve_Hotel_de_Ville_2";"30208";48.927426323353885;2.3917141179889483;"604048";"2436578";"3767"
"16511";"La_Courneuve_Hotel_de_Ville_2";"30208";48.927426323353885;2.3917141179889483;"604048";"2436578";"3767"
"16512";"LA_BREILLE_LES_PINS_1";"17664";47.34083036360115;0.08416203915944735;"429822";"2262565";"2095"
"16514";"La_Courneuve_Hotel_de_Ville_2";"30208";48.927426323353885;2.3917141179889483;"604048";"2436578";"3767"
"16515";"Poissy_Centre_2";"14337";48.92934599289634;2.04522442036917;"578644";"2436830";"2824"
"16517";"Poissy_Centre_2";"14337";48.92934599289634;2.04522442036917;"578644";"2436830";"2824"
"16518";"Poissy_Centre_3";"14337";48.92934599289634;2.04522442036917;"578644";"2436830";"2824"
"16520";"PLOUGONVEN_1";"9728";48.52045493673199;-3.721366757830358;"152786";"2408546";"213"
"16522";"LA_ROCHE_RESERVOIRS_1";"5121";46.66821065123319;-1.4147805169373306;"313070";"2192208";"1272"
"16525";"LA_ROCHE_RESERVOIRS_1";"5121";46.66821065123319;-1.4147805169373306;"313070";"2192208";"1272"
"16527";"Vitry_ZI_Bis_1";"8960";48.7962607728135;2.4143228985221885;"605720";"2421985";"3821"
"16528";"St_Denis_Pont_Du_Landy_B1";"30208";48.9155348518237;2.3723936100695893;"602632";"2435254";"3711"
"16530";"St_Denis_Pont_Du_Landy_B2";"30208";48.9155348518237;2.3723936100695893;"602632";"2435254";"3711"
"16531";"St_Denis_Pont_Du_Landy_B3";"30208";48.9155348518237;2.3723936100695893;"602632";"2435254";"3711"
"16532";"Vitry_ZI_Bis_1";"8960";48.7962607728135;2.4143228985221885;"605720";"2421985";"3821"
"16533";"Montrouge_Gare_1";"25600";48.80397294334882;2.2982726410681256;"597190";"2422841";"3478"
"16534";"Montrouge_Gare_1";"25600";48.80397294334882;2.2982726410681256;"597190";"2422841";"3478"
"16535";"Montrouge_Gare_2";"25600";48.80397294334882;2.2982726410681256;"597190";"2422841";"3478"
