"884";"SAINT_REVEREND_1";"5121";"282889";"2196584";"845"
"888";"LANDERNEAU_1";"9731";"114193";"2403138";"106"
"889";"ST_JEAN_RUELLE_2";"776";"566245";"2323235";"2625"
"890";"ST_JEAN_RUELLE_3";"776";"566245";"2323235";"2625"
"891";"Buc_INRA_B1";"14338";"582175";"2419700";"2892"
"893";"UZAY_LE_VENON_1";"29696";"606510";"2205360";"3854"
"894";"ORCENAIS_1";"29696";"606760";"2191105";"3870"
"895";"BOUZAIS_1";"29696";"609535";"2188644";"3986"
"896";"Le_Val_St_Germain_1";"16384";"579270";"2397400";"2835"
"900";"Angerville_1";"16385";"575200";"2368750";"2765"
"904";"Dannemois_1";"16385";"609660";"2383260";"3991"
"908";"Villeneuve_St_Georges_Republique";"8960";"608073";"2414312";"3927"
"909";"St_Georges_1";"26624";"611766";"2378003";"4073"
"911";"Beauvais_1";"16385";"610720";"2388540";"4035"
"912";"Villeneuve_St_Georges_Republique";"8960";"608073";"2414312";"3927"
"914";"La_Verrerie_1";"26624";"632025";"2361525";"4497"
"915";"Jouarre_1";"16641";"655265";"2432125";"4651"
"916";"Longueville_1";"26625";"668230";"2391700";"4681"
"917";"SAINT_REVEREND_1";"5121";"282889";"2196584";"845"
"920";"Les_Ormes_Voulzie_1";"26625";"665950";"2386320";"4677"
"922";"ST_AGATHON_1";"10244";"197487";"2410262";"391"
"923";"ST_AGATHON_1";"10244";"197487";"2410262";"391"
"924";"Fontaine_Le_Port_TDF_I_1";"26624";"631746";"2387503";"4491"
"926";"Villeneuve_St_Georges_Republique";"8960";"608073";"2414312";"3927"
"927";"PetiteRosselleCiteCharles900";"6153";"929888";"2478423";"4964"
"929";"ST_AGATHON_1";"10244";"197487";"2410262";"391"
"932";"Centre_Thomery_1";"26624";"633985";"2377280";"4522"
"933";"Champigny_B1";"8704";"612080";"2425139";"4084"
"934";"Champigny_B2";"8704";"612080";"2425139";"4084"
"935";"Champigny_B3";"8704";"612080";"2425139";"4084"
"937";"Gonesse_1";"9216";"607570";"2443090";"3901"
"938";"Gonesse_1";"9216";"607570";"2443090";"3901"
"939";"Gonesse_2";"9216";"607570";"2443090";"3901"
"940";"Briis_Sous_Forge_1";"16384";"585770";"2403550";"2973"
"946";"ST_GILLES_PORT_1";"28673";"272933";"2197366";"772"
"947";"Marly_Le_Roi";"14337";"581884";"2429687";"2885"
"949";"St_Germain_En_Laye_B1";"14337";"580518";"2432754";"2858"
"950";"St_Germain_En_Laye_B2";"14337";"580518";"2432754";"2858"
"951";"St_Germain_En_Laye_B3";"14337";"580518";"2432754";"2858"
"952";"ST_GILLES_PORT_1";"28673";"272933";"2197366";"772"
"960";"DOZULE_1";"22784";"426090";"2471890";"2076"
"963";"RENNES_PRISON_1";"10300";"300859";"2352002";"1023"
"965";"Marly_Le_Roi";"14337";"581884";"2429687";"2885"
"973";"LANNION_2";"10244";"174340";"2433340";"300"
"976";"ST_GILLES_PORT_1";"28673";"272933";"2197366";"772"
"979";"LAMBALLE_1";"10241";"241260";"2394720";"586"
"981";"DOUVRES_DELIVRANDE_1";"22785";"402865";"2480250";"1919"
"989";"ST_HILAIRE_GROLLIER_1";"28673";"272240";"2202820";"767"
"990";"Dambach900";"13056";"978020";"2381730";"5058"
"993";"ST_JEAN_MONT_MASSON_1";"28673";"267124";"2208309";"741"
"994";"ST_JEAN_MONT_MASSON_1";"28673";"267124";"2208309";"741"
"995";"ST_JEAN_MONT_MASSON_1";"28673";"267124";"2208309";"741"
"1002";"OSM_Inria_Rocquencourt_Ind_1";"14338";"582679";"2426618";"2902"
"1007";"RENNES_PRISON_1";"10300";"300859";"2352002";"1023"
"1008";"VIMOUTIERS_1";"18437";"441931";"2438511";"2197"
"1013";"Magny_Les_Hameaux_1";"14336";"581425";"2414275";"2874"
"1014";"BOURGES_PIPACT_1";"29696";"600650";"2227290";"3606"
"1016";"VIMOUTIERS_1";"18437";"441931";"2438511";"2197"
"1023";"Eaubonne_1";"9218";"595715";"2445160";"3416"
"1024";"Eaubonne_2";"9218";"595715";"2445160";"3416"
"1025";"Eaubonne_1";"9218";"595715";"2445160";"3416"
"1026";"MONTILLY_SUR_NOIREAU_1";"18437";"386810";"2426270";"1811"
"1027";"MOULT_1";"22784";"418280";"2460680";"2039"
"1036";"OSM_Tour_Tdf_Romainville_Ind_1";"785";"606300";"2431890";"3849"
